House,Resident,Day,Hour,Activity,ActivityMinutes
A,2,17,11,3,0
A,2,17,11,4,0
A,2,17,11,5,0
A,2,17,11,6,0
A,2,17,11,7,0
A,2,17,11,8,0
A,2,17,11,9,0
A,2,17,11,10,0
A,2,17,12,1,60
A,2,17,12,2,0
A,2,17,12,3,0
A,2,17,12,4,0
A,2,17,12,5,0
A,2,17,12,6,0
A,2,17,12,7,0
A,2,17,12,8,0
A,2,17,12,9,0
A,2,17,12,10,0
A,2,17,13,1,60
A,2,17,13,2,0
A,2,17,13,3,0
A,2,17,13,4,0
A,2,17,13,5,0
A,2,17,13,6,0
A,2,17,13,7,0
A,2,17,13,8,0
A,2,17,13,9,0
A,2,17,13,10,0
A,2,17,14,1,60
A,2,17,14,2,0
A,2,17,14,3,0
A,2,17,14,4,0
A,2,17,14,5,0
A,2,17,14,6,0
A,2,17,14,7,0
A,2,17,14,8,0
A,2,17,14,9,0
A,2,17,14,10,0
A,2,17,15,1,60
A,2,17,15,2,0
A,2,17,15,3,0
A,2,17,15,4,0
A,2,17,15,5,0
A,2,17,15,6,0
A,2,17,15,7,0
A,2,17,15,8,0
A,2,17,15,9,0
A,2,17,15,10,0
A,2,17,16,1,60
A,2,17,16,2,0
A,2,17,16,3,0
A,2,17,16,4,0
A,2,17,16,5,0
A,2,17,16,6,0
A,2,17,16,7,0
A,2,17,16,8,0
A,2,17,16,9,0
A,2,17,16,10,0
A,2,17,17,1,60
A,2,17,17,2,0
A,2,17,17,3,0
A,2,17,17,4,0
A,2,17,17,5,0
A,2,17,17,6,0
A,2,17,17,7,0
A,2,17,17,8,0
A,2,17,17,9,0
A,2,17,17,10,0
A,2,17,18,1,60
A,2,17,18,2,0
A,2,17,18,3,0
A,2,17,18,4,0
A,2,17,18,5,0
A,2,17,18,6,0
A,2,17,18,7,0
A,2,17,18,8,0
A,2,17,18,9,0
A,2,17,18,10,0
A,2,17,19,1,60
A,2,17,19,2,0
A,2,17,19,3,0
A,2,17,19,4,0
A,2,17,19,5,0
A,2,17,19,6,0
A,2,17,19,7,0
A,2,17,19,8,0
A,2,17,19,9,0
A,2,17,19,10,0
A,2,17,20,1,60
A,2,17,20,2,0
A,2,17,20,3,0
A,2,17,20,4,0
A,2,17,20,5,0
A,2,17,20,6,0
A,2,17,20,7,0
A,2,17,20,8,0
A,2,17,20,9,0
A,2,17,20,10,0
A,2,17,21,1,60
A,2,17,21,2,0
A,2,17,21,3,0
A,2,17,21,4,0
A,2,17,21,5,0
A,2,17,21,6,0
A,2,17,21,7,0
A,2,17,21,8,0
A,2,17,21,9,0
A,2,17,21,10,0
A,2,17,22,1,60
A,2,17,22,2,0
A,2,17,22,3,0
A,2,17,22,4,0
A,2,17,22,5,0
A,2,17,22,6,0
A,2,17,22,7,0
A,2,17,22,8,0
A,2,17,22,9,0
A,2,17,22,10,0
A,2,17,23,1,7
A,2,17,23,2,0
A,2,17,23,3,7
A,2,17,23,4,1
A,2,17,23,5,0
A,2,17,23,6,0
A,2,17,23,7,0
A,2,17,23,8,7
A,2,17,23,9,23
A,2,17,23,10,14
B,1,17,0,1,0
B,1,17,0,2,53
B,1,17,0,3,0
B,1,17,0,4,2
B,1,17,0,5,0
B,1,17,0,6,1
B,1,17,0,7,0
B,1,17,0,8,0
B,1,17,0,9,0
B,1,17,0,10,4
B,1,17,1,1,0
B,1,17,1,2,60
B,1,17,1,3,0
B,1,17,1,4,0
B,1,17,1,5,0
B,1,17,1,6,0
B,1,17,1,7,0
B,1,17,1,8,0
B,1,17,1,9,0
B,1,17,1,10,0
B,1,17,2,1,0
B,1,17,2,2,60
B,1,17,2,3,0
B,1,17,2,4,0
B,1,17,2,5,0
B,1,17,2,6,0
B,1,17,2,7,0
B,1,17,2,8,0
B,1,17,2,9,0
B,1,17,2,10,0
B,1,17,3,1,0
B,1,17,3,2,60
B,1,17,3,3,0
B,1,17,3,4,0
B,1,17,3,5,0
B,1,17,3,6,0
B,1,17,3,7,0
B,1,17,3,8,0
B,1,17,3,9,0
B,1,17,3,10,0
B,1,17,4,1,0
B,1,17,4,2,60
B,1,17,4,3,0
B,1,17,4,4,0
B,1,17,4,5,0
B,1,17,4,6,0
B,1,17,4,7,0
B,1,17,4,8,0
B,1,17,4,9,0
B,1,17,4,10,0
B,1,17,5,1,0
B,1,17,5,2,60
B,1,17,5,3,0
B,1,17,5,4,0
B,1,17,5,5,0
B,1,17,5,6,0
B,1,17,5,7,0
B,1,17,5,8,0
B,1,17,5,9,0
B,1,17,5,10,0
B,1,17,6,1,0
B,1,17,6,2,60
B,1,17,6,3,0
B,1,17,6,4,0
B,1,17,6,5,0
B,1,17,6,6,0
B,1,17,6,7,0
B,1,17,6,8,0
B,1,17,6,9,0
B,1,17,6,10,0
B,1,17,7,1,0
B,1,17,7,2,60
B,1,17,7,3,0
B,1,17,7,4,0
B,1,17,7,5,0
B,1,17,7,6,0
B,1,17,7,7,0
B,1,17,7,8,0
B,1,17,7,9,0
B,1,17,7,10,0
B,1,17,8,1,0
B,1,17,8,2,60
B,1,17,8,3,0
B,1,17,8,4,0
B,1,17,8,5,0
B,1,17,8,6,0
B,1,17,8,7,0
B,1,17,8,8,0
B,1,17,8,9,0
B,1,17,8,10,0
B,1,17,9,1,0
B,1,17,9,2,54
B,1,17,9,3,0
B,1,17,9,4,0
B,1,17,9,5,0
B,1,17,9,6,0
B,1,17,9,7,4
B,1,17,9,8,0
B,1,17,9,9,0
B,1,17,9,10,2
B,1,17,10,1,0
B,1,17,10,2,0
B,1,17,10,3,0
B,1,17,10,4,0
B,1,17,10,5,0
B,1,17,10,6,7
B,1,17,10,7,27
B,1,17,10,8,0
B,1,17,10,9,24
B,1,17,10,10,2
B,1,17,11,1,0
B,1,17,11,2,0
B,1,17,11,3,0
B,1,17,11,4,0
B,1,17,11,5,60
B,1,17,11,6,0
B,1,17,11,7,0
B,1,17,11,8,0
B,1,17,11,9,0
B,1,17,11,10,0
B,1,17,12,1,0
B,1,17,12,2,0
B,1,17,12,3,0
B,1,17,12,4,0
B,1,17,12,5,60
B,1,17,12,6,0
B,1,17,12,7,0
B,1,17,12,8,0
B,1,17,12,9,0
B,1,17,12,10,0
B,1,17,13,1,0
B,1,17,13,2,0
B,1,17,13,3,0
B,1,17,13,4,0
B,1,17,13,5,57
B,1,17,13,6,0
B,1,17,13,7,2
B,1,17,13,8,0
B,1,17,13,9,0
B,1,17,13,10,1
B,1,17,14,1,0
B,1,17,14,2,0
B,1,17,14,3,0
B,1,17,14,4,0
B,1,17,14,5,60
B,1,17,14,6,0
B,1,17,14,7,0
B,1,17,14,8,0
B,1,17,14,9,0
B,1,17,14,10,0
B,1,17,15,1,0
B,1,17,15,2,0
B,1,17,15,3,0
B,1,17,15,4,16
B,1,17,15,5,14
B,1,17,15,6,7
B,1,17,15,7,23
B,1,17,15,8,0
B,1,17,15,9,0
B,1,17,15,10,0
B,1,17,16,1,0
B,1,17,16,2,0
B,1,17,16,3,0
B,1,17,16,4,60
B,1,17,16,5,0
B,1,17,16,6,0
B,1,17,16,7,0
B,1,17,16,8,0
B,1,17,16,9,0
B,1,17,16,10,0
B,1,17,17,1,0
B,1,17,17,2,0
B,1,17,17,3,0
B,1,17,17,4,57
B,1,17,17,5,0
B,1,17,17,6,1
B,1,17,17,7,0
B,1,17,17,8,0
B,1,17,17,9,0
B,1,17,17,10,2
B,1,17,18,1,0
B,1,17,18,2,0
B,1,17,18,3,0
B,1,17,18,4,60
B,1,17,18,5,0
B,1,17,18,6,0
B,1,17,18,7,0
B,1,17,18,8,0
B,1,17,18,9,0
B,1,17,18,10,0
B,1,17,19,1,0
B,1,17,19,2,0
B,1,17,19,3,0
B,1,17,19,4,60
B,1,17,19,5,0
B,1,17,19,6,0
B,1,17,19,7,0
B,1,17,19,8,0
B,1,17,19,9,0
B,1,17,19,10,0
B,1,17,20,1,0
B,1,17,20,2,0
B,1,17,20,3,0
B,1,17,20,4,60
B,1,17,20,5,0
B,1,17,20,6,0
B,1,17,20,7,0
B,1,17,20,8,0
B,1,17,20,9,0
B,1,17,20,10,0
B,1,17,21,1,0
B,1,17,21,2,0
B,1,17,21,3,0
B,1,17,21,4,60
B,1,17,21,5,0
B,1,17,21,6,0
B,1,17,21,7,0
B,1,17,21,8,0
B,1,17,21,9,0
B,1,17,21,10,0
B,1,17,22,1,0
B,1,17,22,2,0
B,1,17,22,3,0
B,1,17,22,4,60
B,1,17,22,5,0
B,1,17,22,6,0
B,1,17,22,7,0
B,1,17,22,8,0
B,1,17,22,9,0
B,1,17,22,10,0
B,1,17,23,1,0
B,1,17,23,2,0
B,1,17,23,3,0
B,1,17,23,4,40
B,1,17,23,5,0
B,1,17,23,6,16
B,1,17,23,7,0
B,1,17,23,8,0
B,1,17,23,9,0
B,1,17,23,10,3
B,2,17,0,1,23
B,2,17,0,2,26
B,2,17,0,3,0
B,2,17,0,4,0
B,2,17,0,5,0
B,2,17,0,6,6
B,2,17,0,7,0
B,2,17,0,8,3
B,2,17,0,9,0
B,2,17,0,10,2
B,2,17,1,1,0
B,2,17,1,2,58
B,2,17,1,3,0
B,2,17,1,4,0
B,2,17,1,5,0
B,2,17,1,6,1
B,2,17,1,7,0
B,2,17,1,8,0
B,2,17,1,9,0
B,2,17,1,10,1
B,2,17,2,1,0
B,2,17,2,2,60
B,2,17,2,3,0
B,2,17,2,4,0
B,2,17,2,5,0
B,2,17,2,6,0
B,2,17,2,7,0
B,2,17,2,8,0
B,2,17,2,9,0
B,2,17,2,10,0
B,2,17,3,1,0
B,2,17,3,2,60
B,2,17,3,3,0
B,2,17,3,4,0
B,2,17,3,5,0
B,2,17,3,6,0
B,2,17,3,7,0
B,2,17,3,8,0
B,2,17,3,9,0
B,2,17,3,10,0
B,2,17,4,1,0
B,2,17,4,2,60
B,2,17,4,3,0
B,2,17,4,4,0
B,2,17,4,5,0
B,2,17,4,6,0
B,2,17,4,7,0
B,2,17,4,8,0
B,2,17,4,9,0
B,2,17,4,10,0
B,2,17,5,1,0
B,2,17,5,2,60
B,2,17,5,3,0
B,2,17,5,4,0
B,2,17,5,5,0
B,2,17,5,6,0
B,2,17,5,7,0
B,2,17,5,8,0
B,2,17,5,9,0
B,2,17,5,10,0
B,2,17,6,1,0
B,2,17,6,2,60
B,2,17,6,3,0
B,2,17,6,4,0
B,2,17,6,5,0
B,2,17,6,6,0
B,2,17,6,7,0
B,2,17,6,8,0
B,2,17,6,9,0
B,2,17,6,10,0
B,2,17,7,1,0
B,2,17,7,2,60
B,2,17,7,3,0
B,2,17,7,4,0
B,2,17,7,5,0
B,2,17,7,6,0
B,2,17,7,7,0
B,2,17,7,8,0
B,2,17,7,9,0
B,2,17,7,10,0
B,2,17,8,1,0
B,2,17,8,2,60
B,2,17,8,3,0
B,2,17,8,4,0
B,2,17,8,5,0
B,2,17,8,6,0
B,2,17,8,7,0
B,2,17,8,8,0
B,2,17,8,9,0
B,2,17,8,10,0
B,2,17,9,1,0
B,2,17,9,2,60
B,2,17,9,3,0
B,2,17,9,4,0
B,2,17,9,5,0
B,2,17,9,6,0
B,2,17,9,7,0
B,2,17,9,8,0
B,2,17,9,9,0
B,2,17,9,10,0
B,2,17,10,1,0
B,2,17,10,2,4
B,2,17,10,3,4
B,2,17,10,4,0
B,2,17,10,5,0
B,2,17,10,6,8
B,2,17,10,7,16
B,2,17,10,8,0
B,2,17,10,9,24
B,2,17,10,10,4
B,2,17,11,1,0
B,2,17,11,2,0
B,2,17,11,3,43
B,2,17,11,4,0
B,2,17,11,5,0
B,2,17,11,6,0
B,2,17,11,7,0
B,2,17,11,8,0
B,2,17,11,9,0
B,2,17,11,10,17
B,2,17,12,1,0
B,2,17,12,2,0
B,2,17,12,3,50
B,2,17,12,4,0
B,2,17,12,5,0
B,2,17,12,6,0
B,2,17,12,7,0
B,2,17,12,8,0
B,2,17,12,9,0
B,2,17,12,10,10
B,2,17,13,1,0
B,2,17,13,2,0
B,2,17,13,3,0
B,2,17,13,4,0
B,2,17,13,5,0
B,2,17,13,6,0
B,2,17,13,7,0
B,2,17,13,8,0
B,2,17,13,9,53
B,2,17,13,10,7
B,2,17,14,1,0
B,2,17,14,2,0
B,2,17,14,3,0
B,2,17,14,4,0
B,2,17,14,5,0
B,2,17,14,6,0
B,2,17,14,7,0
B,2,17,14,8,0
B,2,17,14,9,60
B,2,17,14,10,0
B,2,17,15,1,0
B,2,17,15,2,0
B,2,17,15,3,0
B,2,17,15,4,16
B,2,17,15,5,0
B,2,17,15,6,7
B,2,17,15,7,7
B,2,17,15,8,0
B,2,17,15,9,28
B,2,17,15,10,2
B,2,17,16,1,0
B,2,17,16,2,0
B,2,17,16,3,0
B,2,17,16,4,60
B,2,17,16,5,0
B,2,17,16,6,0
B,2,17,16,7,0
B,2,17,16,8,0
B,2,17,16,9,0
B,2,17,16,10,0
B,2,17,17,1,0
B,2,17,17,2,0
B,2,17,17,3,0
B,2,17,17,4,58
B,2,17,17,5,0
B,2,17,17,6,0
B,2,17,17,7,0
B,2,17,17,8,0
B,2,17,17,9,0
B,2,17,17,10,2
B,2,17,18,1,0
B,2,17,18,2,0
B,2,17,18,3,0
B,2,17,18,4,60
B,2,17,18,5,0
B,2,17,18,6,0
B,2,17,18,7,0
B,2,17,18,8,0
B,2,17,18,9,0
B,2,17,18,10,0
B,2,17,19,1,0
B,2,17,19,2,0
B,2,17,19,3,0
B,2,17,19,4,60
B,2,17,19,5,0
B,2,17,19,6,0
B,2,17,19,7,0
B,2,17,19,8,0
B,2,17,19,9,0
B,2,17,19,10,0
B,2,17,20,1,0
B,2,17,20,2,0
B,2,17,20,3,0
B,2,17,20,4,60
B,2,17,20,5,0
B,2,17,20,6,0
B,2,17,20,7,0
B,2,17,20,8,0
B,2,17,20,9,0
B,2,17,20,10,0
B,2,17,21,1,0
B,2,17,21,2,0
B,2,17,21,3,0
B,2,17,21,4,60
B,2,17,21,5,0
B,2,17,21,6,0
B,2,17,21,7,0
B,2,17,21,8,0
B,2,17,21,9,0
B,2,17,21,10,0
B,2,17,22,1,0
B,2,17,22,2,0
B,2,17,22,3,0
B,2,17,22,4,60
B,2,17,22,5,0
B,2,17,22,6,0
B,2,17,22,7,0
B,2,17,22,8,0
B,2,17,22,9,0
B,2,17,22,10,0
B,2,17,23,1,0
B,2,17,23,2,0
B,2,17,23,3,0
B,2,17,23,4,40
B,2,17,23,5,0
B,2,17,23,6,17
B,2,17,23,7,0
B,2,17,23,8,0
B,2,17,23,9,0
B,2,17,23,10,2
A,1,18,0,1,0
A,1,18,0,2,0
A,1,18,0,3,8
A,1,18,0,4,0
A,1,18,0,5,0
A,1,18,0,6,19
A,1,18,0,7,0
A,1,18,0,8,0
A,1,18,0,9,0
A,1,18,0,10,33
A,1,18,1,1,0
A,1,18,1,2,0
A,1,18,1,3,53
A,1,18,1,4,0
A,1,18,1,5,0
A,1,18,1,6,0
A,1,18,1,7,0
A,1,18,1,8,0
A,1,18,1,9,7
A,1,18,1,10,0
A,1,18,2,1,0
A,1,18,2,2,43
A,1,18,2,3,17
A,1,18,2,4,0
A,1,18,2,5,0
A,1,18,2,6,0
A,1,18,2,7,0
A,1,18,2,8,0
A,1,18,2,9,0
A,1,18,2,10,0
A,1,18,3,1,0
A,1,18,3,2,60
A,1,18,3,3,0
A,1,18,3,4,0
A,1,18,3,5,0
A,1,18,3,6,0
A,1,18,3,7,0
A,1,18,3,8,0
A,1,18,3,9,0
A,1,18,3,10,0
A,1,18,4,1,0
A,1,18,4,2,60
A,1,18,4,3,0
A,1,18,4,4,0
A,1,18,4,5,0
A,1,18,4,6,0
A,1,18,4,7,0
A,1,18,4,8,0
A,1,18,4,9,0
A,1,18,4,10,0
A,1,18,5,1,0
A,1,18,5,2,60
A,1,18,5,3,0
A,1,18,5,4,0
A,1,18,5,5,0
A,1,18,5,6,0
A,1,18,5,7,0
A,1,18,5,8,0
A,1,18,5,9,0
A,1,18,5,10,0
A,1,18,6,1,0
A,1,18,6,2,60
A,1,18,6,3,0
A,1,18,6,4,0
A,1,18,6,5,0
A,1,18,6,6,0
A,1,18,6,7,0
A,1,18,6,8,0
A,1,18,6,9,0
A,1,18,6,10,0
A,1,18,7,1,0
A,1,18,7,2,60
A,1,18,7,3,0
A,1,18,7,4,0
A,1,18,7,5,0
A,1,18,7,6,0
A,1,18,7,7,0
A,1,18,7,8,0
A,1,18,7,9,0
A,1,18,7,10,0
A,1,18,8,1,0
A,1,18,8,2,60
A,1,18,8,3,0
A,1,18,8,4,0
A,1,18,8,5,0
A,1,18,8,6,0
A,1,18,8,7,0
A,1,18,8,8,0
A,1,18,8,9,0
A,1,18,8,10,0
A,1,18,9,1,0
A,1,18,9,2,57
A,1,18,9,3,0
A,1,18,9,4,0
A,1,18,9,5,0
A,1,18,9,6,0
A,1,18,9,7,0
A,1,18,9,8,0
A,1,18,9,9,0
A,1,18,9,10,3
A,1,18,10,1,0
A,1,18,10,2,0
A,1,18,10,3,0
A,1,18,10,4,41
A,1,18,10,5,0
A,1,18,10,6,5
A,1,18,10,7,9
A,1,18,10,8,0
A,1,18,10,9,0
A,1,18,10,10,5
A,1,18,11,1,0
A,1,18,11,2,0
A,1,18,11,3,0
A,1,18,11,4,6
A,1,18,11,5,0
A,1,18,11,6,0
A,1,18,11,7,39
A,1,18,11,8,14
A,1,18,11,9,0
A,1,18,11,10,1
A,1,18,12,1,0
A,1,18,12,2,0
A,1,18,12,3,36
A,1,18,12,4,0
A,1,18,12,5,19
A,1,18,12,6,0
A,1,18,12,7,0
A,1,18,12,8,0
A,1,18,12,9,0
A,1,18,12,10,5
A,1,18,13,1,0
A,1,18,13,2,0
A,1,18,13,3,0
A,1,18,13,4,13
A,1,18,13,5,47
A,1,18,13,6,0
A,1,18,13,7,0
A,1,18,13,8,0
A,1,18,13,9,0
A,1,18,13,10,0
A,1,18,14,1,0
A,1,18,14,2,0
A,1,18,14,3,0
A,1,18,14,4,47
A,1,18,14,5,6
A,1,18,14,6,0
A,1,18,14,7,0
A,1,18,14,8,0
A,1,18,14,9,3
A,1,18,14,10,4
A,1,18,15,1,0
A,1,18,15,2,0
A,1,18,15,3,0
A,1,18,15,4,0
A,1,18,15,5,60
A,1,18,15,6,0
A,1,18,15,7,0
A,1,18,15,8,0
A,1,18,15,9,0
A,1,18,15,10,0
A,1,18,16,1,0
A,1,18,16,2,0
A,1,18,16,3,0
A,1,18,16,4,0
A,1,18,16,5,36
A,1,18,16,6,0
A,1,18,16,7,24
A,1,18,16,8,0
A,1,18,16,9,0
A,1,18,16,10,0
A,1,18,17,1,7
A,1,18,17,2,0
A,1,18,17,3,19
A,1,18,17,4,0
A,1,18,17,5,0
A,1,18,17,6,0
A,1,18,17,7,29
A,1,18,17,8,5
A,1,18,17,9,0
A,1,18,17,10,0
A,1,18,18,1,0
A,1,18,18,2,0
A,1,18,18,3,10
A,1,18,18,4,0
A,1,18,18,5,0
A,1,18,18,6,0
A,1,18,18,7,7
A,1,18,18,8,0
A,1,18,18,9,43
A,1,18,18,10,0
A,1,18,19,1,0
A,1,18,19,2,0
A,1,18,19,3,0
A,1,18,19,4,0
A,1,18,19,5,49
A,1,18,19,6,0
A,1,18,19,7,8
A,1,18,19,8,0
A,1,18,19,9,0
A,1,18,19,10,3
A,1,18,20,1,0
A,1,18,20,2,0
A,1,18,20,3,0
A,1,18,20,4,0
A,1,18,20,5,60
A,1,18,20,6,0
A,1,18,20,7,0
A,1,18,20,8,0
A,1,18,20,9,0
A,1,18,20,10,0
A,1,18,21,1,0
A,1,18,21,2,0
A,1,18,21,3,0
A,1,18,21,4,0
A,1,18,21,5,20
A,1,18,21,6,0
A,1,18,21,7,32
A,1,18,21,8,0
A,1,18,21,9,8
A,1,18,21,10,0
A,1,18,22,1,0
A,1,18,22,2,0
A,1,18,22,3,0
A,1,18,22,4,38
A,1,18,22,5,0
A,1,18,22,6,0
A,1,18,22,7,10
A,1,18,22,8,7
A,1,18,22,9,5
A,1,18,22,10,0
A,1,18,23,1,0
A,1,18,23,2,0
A,1,18,23,3,0
A,1,18,23,4,56
A,1,18,23,5,0
A,1,18,23,6,0
A,1,18,23,7,3
A,1,18,23,8,0
A,1,18,23,9,0
A,1,18,23,10,0
A,2,18,0,1,0
A,2,18,0,2,0
A,2,18,0,3,0
A,2,18,0,4,44
A,2,18,0,5,0
A,2,18,0,6,0
A,2,18,0,7,16
A,2,18,0,8,0
A,2,18,0,9,0
A,2,18,0,10,0
A,2,18,1,1,0
A,2,18,1,2,0
A,2,18,1,3,0
A,2,18,1,4,4
A,2,18,1,5,0
A,2,18,1,6,5
A,2,18,1,7,30
A,2,18,1,8,9
A,2,18,1,9,0
A,2,18,1,10,12
A,2,18,2,1,0
A,2,18,2,2,2
A,2,18,2,3,0
A,2,18,2,4,18
A,2,18,2,5,0
A,2,18,2,6,0
A,2,18,2,7,6
A,2,18,2,8,12
A,2,18,2,9,0
A,2,18,2,10,22
A,2,18,3,1,0
A,2,18,3,2,60
A,2,18,3,3,0
A,2,18,3,4,0
A,2,18,3,5,0
A,2,18,3,6,0
A,2,18,3,7,0
A,2,18,3,8,0
A,2,18,3,9,0
A,2,18,3,10,0
A,2,18,4,1,0
A,2,18,4,2,60
A,2,18,4,3,0
A,2,18,4,4,0
A,2,18,4,5,0
A,2,18,4,6,0
A,2,18,4,7,0
A,2,18,4,8,0
A,2,18,4,9,0
A,2,18,4,10,0
A,2,18,5,1,0
A,2,18,5,2,57
A,2,18,5,3,0
A,2,18,5,4,0
A,2,18,5,5,0
A,2,18,5,6,0
A,2,18,5,7,0
A,2,18,5,8,0
A,2,18,5,9,0
A,2,18,5,10,3
A,2,18,6,1,0
A,2,18,6,2,60
A,2,18,6,3,0
A,2,18,6,4,0
A,2,18,6,5,0
A,2,18,6,6,0
A,2,18,6,7,0
A,2,18,6,8,0
A,2,18,6,9,0
A,2,18,6,10,0
A,2,18,7,1,0
A,2,18,7,2,60
A,2,18,7,3,0
A,2,18,7,4,0
A,2,18,7,5,0
A,2,18,7,6,0
A,2,18,7,7,0
A,2,18,7,8,0
A,2,18,7,9,0
A,2,18,7,10,0
A,2,18,8,1,8
A,2,18,8,2,16
A,2,18,8,3,0
A,2,18,8,4,0
A,2,18,8,5,0
A,2,18,8,6,0
A,2,18,8,7,0
A,2,18,8,8,11
A,2,18,8,9,0
A,2,18,8,10,25
A,2,18,9,1,60
A,2,18,9,2,0
A,2,18,9,3,0
A,2,18,9,4,0
A,2,18,9,5,0
A,2,18,9,6,0
A,2,18,9,7,0
A,2,18,9,8,0
A,2,18,9,9,0
A,2,18,9,10,0
A,2,18,10,1,60
A,2,18,10,2,0
A,2,18,10,3,0
A,2,18,10,4,0
A,2,18,10,5,0
A,2,18,10,6,0
A,2,18,10,7,0
A,2,18,10,8,0
A,2,18,10,9,0
A,2,18,10,10,0
A,2,18,11,1,60
A,2,18,11,2,0
A,2,18,11,3,0
A,2,18,11,4,0
A,2,18,11,5,0
A,2,18,11,6,0
A,2,18,11,7,0
A,2,18,11,8,0
A,2,18,11,9,0
A,2,18,11,10,0
A,2,18,12,1,60
A,2,18,12,2,0
A,2,18,12,3,0
A,2,18,12,4,0
A,2,18,12,5,0
A,2,18,12,6,0
A,2,18,12,7,0
A,2,18,12,8,0
A,2,18,12,9,0
A,2,18,12,10,0
A,2,18,13,1,60
A,2,18,13,2,0
A,2,18,13,3,0
A,2,18,13,4,0
A,2,18,13,5,0
A,2,18,13,6,0
A,2,18,13,7,0
A,2,18,13,8,0
A,2,18,13,9,0
A,2,18,13,10,0
A,2,18,14,1,60
A,2,18,14,2,0
A,2,18,14,3,0
A,2,18,14,4,0
A,2,18,14,5,0
A,2,18,14,6,0
A,2,18,14,7,0
A,2,18,14,8,0
A,2,18,14,9,0
A,2,18,14,10,0
A,2,18,15,1,60
A,2,18,15,2,0
A,2,18,15,3,0
A,2,18,15,4,0
A,2,18,15,5,0
A,2,18,15,6,0
A,2,18,15,7,0
A,2,18,15,8,0
A,2,18,15,9,0
A,2,18,15,10,0
A,2,18,16,1,60
A,2,18,16,2,0
A,2,18,16,3,0
A,2,18,16,4,0
A,2,18,16,5,0
A,2,18,16,6,0
A,2,18,16,7,0
A,2,18,16,8,0
A,2,18,16,9,0
A,2,18,16,10,0
A,2,18,17,1,60
A,2,18,17,2,0
A,2,18,17,3,0
A,2,18,17,4,0
A,2,18,17,5,0
A,2,18,17,6,0
A,2,18,17,7,0
A,2,18,17,8,0
A,2,18,17,9,0
A,2,18,17,10,0
A,2,18,18,1,60
A,2,18,18,2,0
A,2,18,18,3,0
A,2,18,18,4,0
A,2,18,18,5,0
A,2,18,18,6,0
A,2,18,18,7,0
A,2,18,18,8,0
A,2,18,18,9,0
A,2,18,18,10,0
A,2,18,19,1,60
A,2,18,19,2,0
A,2,18,19,3,0
A,2,18,19,4,0
A,2,18,19,5,0
A,2,18,19,6,0
A,2,18,19,7,0
A,2,18,19,8,0
A,2,18,19,9,0
A,2,18,19,10,0
A,2,18,20,1,60
A,2,18,20,2,0
A,2,18,20,3,0
A,2,18,20,4,0
A,2,18,20,5,0
A,2,18,20,6,0
A,2,18,20,7,0
A,2,18,20,8,0
A,2,18,20,9,0
A,2,18,20,10,0
A,2,18,21,1,60
A,2,18,21,2,0
A,2,18,21,3,0
A,2,18,21,4,0
A,2,18,21,5,0
A,2,18,21,6,0
A,2,18,21,7,0
A,2,18,21,8,0
A,2,18,21,9,0
A,2,18,21,10,0
A,2,18,22,1,60
A,2,18,22,2,0
A,2,18,22,3,0
A,2,18,22,4,0
A,2,18,22,5,0
A,2,18,22,6,0
A,2,18,22,7,0
A,2,18,22,8,0
A,2,18,22,9,0
A,2,18,22,10,0
A,2,18,23,1,5
A,2,18,23,2,0
A,2,18,23,3,0
A,2,18,23,4,48
A,2,18,23,5,0
A,2,18,23,6,0
A,2,18,23,7,0
A,2,18,23,8,3
A,2,18,23,9,0
A,2,18,23,10,3
B,1,18,0,1,0
B,1,18,0,2,60
B,1,18,0,3,0
B,1,18,0,4,0
B,1,18,0,5,0
B,1,18,0,6,0
B,1,18,0,7,0
B,1,18,0,8,0
B,1,18,0,9,0
B,1,18,0,10,0
B,1,18,1,1,0
B,1,18,1,2,60
B,1,18,1,3,0
B,1,18,1,4,0
B,1,18,1,5,0
B,1,18,1,6,0
B,1,18,1,7,0
B,1,18,1,8,0
B,1,18,1,9,0
B,1,18,1,10,0
B,1,18,2,1,0
B,1,18,2,2,60
B,1,18,2,3,0
B,1,18,2,4,0
B,1,18,2,5,0
B,1,18,2,6,0
B,1,18,2,7,0
B,1,18,2,8,0
B,1,18,2,9,0
B,1,18,2,10,0
B,1,18,3,1,0
B,1,18,3,2,60
B,1,18,3,3,0
B,1,18,3,4,0
B,1,18,3,5,0
B,1,18,3,6,0
B,1,18,3,7,0
B,1,18,3,8,0
B,1,18,3,9,0
B,1,18,3,10,0
B,1,18,4,1,0
B,1,18,4,2,60
B,1,18,4,3,0
B,1,18,4,4,0
B,1,18,4,5,0
B,1,18,4,6,0
B,1,18,4,7,0
B,1,18,4,8,0
B,1,18,4,9,0
B,1,18,4,10,0
B,1,18,5,1,0
B,1,18,5,2,60
B,1,18,5,3,0
B,1,18,5,4,0
B,1,18,5,5,0
B,1,18,5,6,0
B,1,18,5,7,0
B,1,18,5,8,0
B,1,18,5,9,0
B,1,18,5,10,0
B,1,18,6,1,0
B,1,18,6,2,60
B,1,18,6,3,0
B,1,18,6,4,0
B,1,18,6,5,0
B,1,18,6,6,0
B,1,18,6,7,0
B,1,18,6,8,0
B,1,18,6,9,0
B,1,18,6,10,0
B,1,18,7,1,0
B,1,18,7,2,60
B,1,18,7,3,0
B,1,18,7,4,0
B,1,18,7,5,0
B,1,18,7,6,0
